Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,treatment
SRR13194406,RNA-Seq,301,89184348162,PRJNA682434,SAMN16989537,32993446124,peripheral blood mononuclear cells,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX9628635,GSM4955748,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955748,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194407,RNA-Seq,300,29898757841,PRJNA682434,SAMN16989536,11040138355,peripheral blood mononuclear cells,GEO,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX9628636,GSM4955749,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955749,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194408,RNA-Seq,300,22452680008,PRJNA682434,SAMN16989536,8286492438,peripheral blood mononuclear cells,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX9628636,GSM4955749,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955749,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194409,RNA-Seq,300,57639458460,PRJNA682434,SAMN16989536,21252248210,peripheral blood mononuclear cells,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX9628636,GSM4955749,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955749,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194410,RNA-Seq,300,47073531145,PRJNA682434,SAMN16989536,17342657388,peripheral blood mononuclear cells,GEO,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX9628636,GSM4955749,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955749,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194411,RNA-Seq,300,47417017268,PRJNA682434,SAMN16989535,17524914553,peripheral blood mononuclear cells,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX9628637,GSM4955750,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955750,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194412,RNA-Seq,300,44469810936,PRJNA682434,SAMN16989535,16442067853,peripheral blood mononuclear cells,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX9628637,GSM4955750,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955750,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194413,RNA-Seq,300,100283517305,PRJNA682434,SAMN16989535,36947781441,peripheral blood mononuclear cells,GEO,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX9628637,GSM4955750,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955750,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194414,RNA-Seq,300,41520865805,PRJNA682434,SAMN16989535,15340527094,peripheral blood mononuclear cells,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX9628637,GSM4955750,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955750,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194415,RNA-Seq,301,40501915405,PRJNA682434,SAMN16989534,14919343432,peripheral blood mononuclear cells,GEO,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX9628638,GSM4955751,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955751,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194416,RNA-Seq,301,51430301886,PRJNA682434,SAMN16989534,18987791579,peripheral blood mononuclear cells,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX9628638,GSM4955751,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955751,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194417,RNA-Seq,302,40943356101,PRJNA682434,SAMN16989534,15586002719,peripheral blood mononuclear cells,GEO,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX9628638,GSM4955751,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955751,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194418,RNA-Seq,301,35630587037,PRJNA682434,SAMN16989534,13167927833,peripheral blood mononuclear cells,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX9628638,GSM4955751,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955751,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194419,RNA-Seq,301,40961687219,PRJNA682434,SAMN16989533,15093407760,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX9628639,GSM4955752,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955752,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194420,RNA-Seq,301,21936080137,PRJNA682434,SAMN16989533,8093582721,peripheral blood mononuclear cells,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX9628639,GSM4955752,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955752,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194421,RNA-Seq,301,34417569156,PRJNA682434,SAMN16989533,12968928164,peripheral blood mononuclear cells,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX9628639,GSM4955752,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955752,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194422,RNA-Seq,302,27752447523,PRJNA682434,SAMN16989533,10244961027,peripheral blood mononuclear cells,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX9628639,GSM4955752,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955752,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194423,RNA-Seq,301,19992410263,PRJNA682434,SAMN16989532,7413989222,peripheral blood mononuclear cells,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX9628640,GSM4955753,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955753,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194424,RNA-Seq,301,18974319006,PRJNA682434,SAMN16989532,6983555287,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX9628640,GSM4955753,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955753,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194425,RNA-Seq,301,36310377887,PRJNA682434,SAMN16989532,13451546701,peripheral blood mononuclear cells,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX9628640,GSM4955753,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955753,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194426,RNA-Seq,301,23231101493,PRJNA682434,SAMN16989532,8592676578,peripheral blood mononuclear cells,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX9628640,GSM4955753,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955753,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194427,RNA-Seq,301,10538762591,PRJNA682434,SAMN16989531,3890048726,peripheral blood mononuclear cells,GEO,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX9628641,GSM4955754,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955754,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194428,RNA-Seq,301,16407398452,PRJNA682434,SAMN16989531,6056420221,peripheral blood mononuclear cells,GEO,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX9628641,GSM4955754,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955754,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194430,RNA-Seq,301,31453787229,PRJNA682434,SAMN16989531,11701911627,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX9628641,GSM4955754,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955754,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194431,RNA-Seq,301,21435062491,PRJNA682434,SAMN16989530,7934369461,peripheral blood mononuclear cells,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX9628642,GSM4955755,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955755,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194432,RNA-Seq,301,15563352502,PRJNA682434,SAMN16989530,5760807844,peripheral blood mononuclear cells,GEO,public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX9628642,GSM4955755,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955755,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194433,RNA-Seq,301,30409264780,PRJNA682434,SAMN16989530,11251613551,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX9628642,GSM4955755,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955755,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194434,RNA-Seq,301,26959223059,PRJNA682434,SAMN16989530,9973301789,peripheral blood mononuclear cells,GEO,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX9628642,GSM4955755,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955755,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194435,RNA-Seq,301,25631418960,PRJNA682434,SAMN16989529,9469655284,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX9628643,GSM4955756,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955756,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194436,RNA-Seq,301,32966271745,PRJNA682434,SAMN16989529,12191601278,peripheral blood mononuclear cells,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX9628643,GSM4955756,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955756,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194437,RNA-Seq,301,29654541372,PRJNA682434,SAMN16989529,10975062440,peripheral blood mononuclear cells,GEO,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX9628643,GSM4955756,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955756,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194438,RNA-Seq,302,47039010120,PRJNA682434,SAMN16989529,17414987314,peripheral blood mononuclear cells,GEO,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9628643,GSM4955756,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955756,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194439,RNA-Seq,301,21320302485,PRJNA682434,SAMN16989528,7894917107,peripheral blood mononuclear cells,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX9628644,GSM4955757,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955757,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194440,RNA-Seq,301,16249484059,PRJNA682434,SAMN16989528,5992960765,peripheral blood mononuclear cells,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX9628644,GSM4955757,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955757,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194441,RNA-Seq,300,37753031504,PRJNA682434,SAMN16989528,13924090616,peripheral blood mononuclear cells,GEO,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX9628644,GSM4955757,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955757,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194442,RNA-Seq,301,20177709622,PRJNA682434,SAMN16989528,7468009341,peripheral blood mononuclear cells,GEO,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX9628644,GSM4955757,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955757,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194443,RNA-Seq,301,27080289529,PRJNA682434,SAMN16989527,10004802054,peripheral blood mononuclear cells,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX9628645,GSM4955758,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955758,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194444,RNA-Seq,301,28632369272,PRJNA682434,SAMN16989527,10581920201,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX9628645,GSM4955758,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955758,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194445,RNA-Seq,301,43395183812,PRJNA682434,SAMN16989527,16030696092,peripheral blood mononuclear cells,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX9628645,GSM4955758,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955758,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194446,RNA-Seq,301,36369007236,PRJNA682434,SAMN16989527,13474591643,peripheral blood mononuclear cells,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX9628645,GSM4955758,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955758,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194447,RNA-Seq,301,30448904210,PRJNA682434,SAMN16989526,11243603981,peripheral blood mononuclear cells,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX9628646,GSM4955759,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955759,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194448,RNA-Seq,301,14272052457,PRJNA682434,SAMN16989526,5269925705,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX9628646,GSM4955759,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955759,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194449,RNA-Seq,301,21761206347,PRJNA682434,SAMN16989526,8055314449,peripheral blood mononuclear cells,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX9628646,GSM4955759,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955759,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194450,RNA-Seq,302,35967759085,PRJNA682434,SAMN16989526,13319851676,peripheral blood mononuclear cells,GEO,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX9628646,GSM4955759,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955759,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194451,RNA-Seq,301,47287953096,PRJNA682434,SAMN16989525,17582898157,peripheral blood mononuclear cells,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX9628647,GSM4955760,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955760,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194452,RNA-Seq,301,18551248139,PRJNA682434,SAMN16989525,6883687347,peripheral blood mononuclear cells,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX9628647,GSM4955760,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955760,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194453,RNA-Seq,301,16713225605,PRJNA682434,SAMN16989525,6185733429,peripheral blood mononuclear cells,GEO,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX9628647,GSM4955760,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955760,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194454,RNA-Seq,301,24583244253,PRJNA682434,SAMN16989525,9088882062,peripheral blood mononuclear cells,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX9628647,GSM4955760,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955760,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194455,RNA-Seq,301,16734238818,PRJNA682434,SAMN16989524,6171351912,peripheral blood mononuclear cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9628648,GSM4955761,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955761,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194456,RNA-Seq,301,24430675958,PRJNA682434,SAMN16989524,9074030843,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX9628648,GSM4955761,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955761,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194457,RNA-Seq,301,16974738084,PRJNA682434,SAMN16989524,6303252384,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX9628648,GSM4955761,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955761,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194458,RNA-Seq,301,26575058097,PRJNA682434,SAMN16989524,9836599478,peripheral blood mononuclear cells,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX9628648,GSM4955761,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955761,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194459,RNA-Seq,302,50910212990,PRJNA682434,SAMN16989523,19112332277,peripheral blood mononuclear cells,GEO,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX9628649,GSM4955762,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955762,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194460,RNA-Seq,302,305876260,PRJNA682434,SAMN16989523,113957777,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX9628649,GSM4955762,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955762,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194461,RNA-Seq,301,43819074318,PRJNA682434,SAMN16989523,16218861141,peripheral blood mononuclear cells,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX9628649,GSM4955762,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955762,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194462,RNA-Seq,301,90060487646,PRJNA682434,SAMN16989523,33240874015,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX9628649,GSM4955762,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955762,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194463,RNA-Seq,302,23835723757,PRJNA682434,SAMN16989522,8825962926,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX9628650,GSM4955763,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955763,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194464,RNA-Seq,302,24992553558,PRJNA682434,SAMN16989522,9232711557,peripheral blood mononuclear cells,GEO,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX9628650,GSM4955763,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955763,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194465,RNA-Seq,302,18933690076,PRJNA682434,SAMN16989522,6965849593,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX9628650,GSM4955763,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955763,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194466,RNA-Seq,302,25083814033,PRJNA682434,SAMN16989522,9274247759,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX9628650,GSM4955763,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955763,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194467,RNA-Seq,301,19160623604,PRJNA682434,SAMN16989562,7070891964,peripheral blood mononuclear cells,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX9628651,GSM4955764,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955764,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194468,RNA-Seq,301,12503661218,PRJNA682434,SAMN16989562,4601082741,peripheral blood mononuclear cells,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX9628651,GSM4955764,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955764,multiplexed PBMCs,SRP295709,mock- and IAV-infected
